step,loss,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
10,0.014571,-0.904767,-0.561925,-1.16441,0.569407,-1.031707,2.088509,1.149056,-3.047505,1.750071,0.680299,-3.982659,-4.857388,0.247198,1.420265,-0.845859,-0.186791,-2.356167,-0.568173,-1.021212,4.151046,2.797353,-1.403869,3.695581,-4.027731,0.351308,-1.128874,0.665357,2.044853,1.731775,-1.506232,1.322801,1.503949,2.109926,1.172283,0.048914,0.931854,0.985384,1.089104,0.701284,-3.205468,0.734864,-2.114812,-1.756493,2.321862,0.474939,2.234066,1.161813,-0.19755,3.434003,2.155809,0.930481,1.341569,1.746014,0.967825,3.789865,0.067725,-0.210325,-0.688392,-1.225573,-2.590486,-4.45449,-2.613142,-1.810742,1.994111,0.48397,1.545874,-0.74176,1.958199,0.703584,1.322559,2.255829,-1.960866,-5.029417,3.591479,-2.301474,0.201523,0.060427,-0.527208,1.56078,0.520041,-5.431825,-0.104496,0.151612,-0.937533,1.729679,0.785503,-3.692011,0.445678,3.751431,0.224443,-1.768463,0.715534,-1.443081,-1.383249,3.38062,2.563723,1.989848,0.212918,0.011772,2.344741,-2.127242,0.356843,2.032911,-0.08959,-2.587637,2.754524,0.785797,2.006658,0.25971,-1.359963,-1.452981,5.079593,-3.464004,-0.272137,3.84486,0.667383,-2.947187,1.596366,1.422817,-0.663832,-0.702605,-0.664155,-5.103695,3.325448,-3.096433,0.405521,-3.021759,-0.499591,2.235345,2.833326,2.345479,3.842189,-2.200431,2.89536,-0.511573,4.746395,4.36209,-1.616639,4.496149,-0.417371,3.133984,0.618176,2.880285,-2.85465,2.907977,2.327654,2.196528,-3.181741,0.708992,2.540549,1.486653,0.039397,-0.024859,-4.639057,2.409644,4.106188,3.620816,2.690429,5.056718,2.933346,4.130223,1.546249,2.212392,-2.535948,2.880099,1.182316,3.785201,3.507942,-0.90178,6.304379,6.342383,2.023256,2.426606,2.864492,4.801385,3.843555,2.947356,3.129695,3.795705,0.479583,0.853543,3.819627,1.51283,3.059825,2.24263,1.143236,2.521935,2.081133,1.936054,0.810978,5.787783,1.24938,-6.327352,-3.708814,-2.305973,-1.61617,-5.763138,-2.920498,-6.510114,-2.775489,-3.366024,-1.085657
11,0.027556,-0.663508,-0.530912,-1.183769,0.134536,-0.943496,1.990545,1.425842,-3.086873,1.690314,0.709035,-3.757672,-4.699564,0.471224,1.379383,-1.039171,-0.136071,-2.531226,-1.064712,-1.063731,4.320159,2.77497,-1.695469,3.909029,-3.846141,-0.09062,-1.442737,0.828786,2.313774,1.863013,-1.559725,1.536857,1.508872,2.008348,1.288565,0.299593,0.966408,1.137382,0.910223,0.549744,-3.375359,0.665948,-2.122294,-1.698014,2.481791,0.286089,2.055269,1.203528,-0.553326,3.617568,2.034601,0.910086,1.495538,1.696693,1.07057,3.853134,-0.051383,-0.366416,-0.473075,-1.131821,-2.610858,-3.964619,-2.323761,-2.244189,1.846702,0.925109,1.228039,-0.552574,2.054012,0.635104,1.375605,2.195567,-1.746171,-5.439168,3.56448,-2.334823,0.206687,0.215371,-0.300763,1.484557,0.445075,-5.419468,-0.541932,0.193747,-0.869992,1.833906,0.510674,-3.893917,0.654805,3.517672,-0.109129,-1.791138,0.631078,-1.588606,-1.637993,3.570084,2.80015,2.020117,0.579149,-0.117842,2.4439,-2.160889,0.464561,2.245524,-0.493705,-2.690932,2.983965,0.164683,1.861536,0.368048,-1.175974,-1.311365,5.198007,-2.845184,-0.35338,3.976454,0.718046,-3.031113,1.760629,1.491869,-0.439431,-0.772047,-0.204452,-5.15942,3.564929,-2.760971,0.332568,-2.663373,-0.484451,2.164101,2.551929,2.359426,4.203873,-2.581256,2.840529,-0.997351,4.660326,4.387012,-1.697783,4.408796,-0.797907,2.845998,0.369019,2.774808,-2.89292,2.745575,2.24172,1.964829,-3.455333,0.490061,2.229739,1.409041,0.181316,0.278867,-4.641782,2.437238,3.861927,3.911616,2.641326,5.142519,2.630552,3.984918,1.576245,2.007849,-2.577802,2.772507,0.881046,3.708353,3.465954,-0.874798,6.35078,6.414194,2.209059,2.238182,3.113003,5.012443,3.980764,2.933256,3.174203,3.749548,0.458726,0.849232,3.860883,1.047277,3.077105,2.014811,1.275318,2.674346,1.97012,1.98827,0.4176,5.768171,0.928978,-5.687602,-4.077041,-2.272964,-1.780555,-6.148097,-2.582631,-6.459298,-2.840146,-2.814987,-0.775561
12,0.01153,-0.962951,-0.510902,-1.118424,0.37585,-0.422739,1.772674,1.081265,-3.109946,1.473565,0.756007,-4.343878,-4.997271,0.30516,1.551679,-0.430432,0.09144,-2.222219,-0.551361,-1.002335,4.435937,2.760986,-1.20358,3.962476,-4.163478,0.213773,-1.043588,1.032125,2.730738,1.779945,-1.592037,1.511361,1.444017,2.210803,1.036834,-0.039783,0.84926,0.88946,0.765058,0.625515,-3.468503,1.002732,-2.107956,-1.384333,2.274737,0.468538,2.369631,1.141502,-0.302092,3.489657,1.915622,1.292018,1.502471,1.752804,1.056562,4.293425,-0.486574,-0.177254,-0.53701,-1.670929,-2.574711,-4.080221,-2.236702,-1.877143,2.17413,0.173081,1.119072,-0.703085,1.812913,0.801141,1.583535,2.083789,-1.568155,-4.371821,3.619218,-2.380054,0.080624,-0.313924,-0.152878,1.581927,0.35704,-5.163857,-0.281531,0.259941,-1.319126,1.911382,0.605544,-4.198275,0.598082,3.514589,0.062445,-2.119371,0.649747,-0.62541,-1.473235,3.256961,2.511923,2.23679,0.247351,-0.383812,2.335043,-2.521554,0.218463,2.462786,-0.424293,-2.611365,2.974619,0.276093,2.169547,0.128007,-1.604047,-1.715579,5.028615,-3.196472,-0.478179,4.172918,1.024455,-2.960472,1.860928,1.396731,-0.579372,-0.612416,-0.612335,-5.592551,3.871565,-2.96495,0.598277,-2.917452,-0.61539,2.417648,2.762315,2.156317,4.277267,-2.564553,2.805984,-0.717156,4.733949,4.759709,-1.738575,4.550864,-0.675856,3.062473,0.59435,2.76987,-3.410343,2.577732,2.242698,2.06111,-3.737051,0.697579,2.63705,1.580153,-0.151558,-0.220382,-4.729024,2.59612,3.727879,4.007193,2.999287,5.088486,2.777467,4.21776,1.599794,1.980671,-2.711542,2.369296,1.402198,4.036896,3.667403,-1.146726,6.086075,6.871425,2.222857,2.093957,2.860326,5.212932,4.077848,2.765072,3.19916,3.867291,0.174941,0.534817,4.162644,1.49951,3.021583,1.636531,1.275612,2.454415,2.177895,2.009823,0.794063,5.893394,0.974617,-5.746283,-3.883577,-1.888071,-1.358616,-6.811305,-2.588868,-6.601408,-3.052603,-2.948071,-0.987409
13,0.005114,-0.442861,-0.598565,-1.040036,-0.004414,-0.733208,1.457662,1.314132,-3.067634,1.763924,0.911138,-3.753791,-4.709629,-0.205249,1.59167,-0.604339,0.216924,-2.442811,-0.388044,-0.915857,4.27954,2.679485,-1.279162,3.916255,-3.80702,0.18501,-1.389344,0.922344,2.610172,1.682234,-0.978378,1.271587,1.50607,1.8486,1.129622,-0.079102,0.766735,0.764726,0.536987,0.515146,-3.569733,0.592483,-2.129844,-2.005082,2.035267,0.695816,2.240862,1.33427,-0.152762,3.652086,1.666479,0.687289,1.49047,1.414694,0.902719,4.119331,-0.16151,-0.698222,-0.287331,-1.687526,-2.56862,-4.023242,-2.177999,-2.162589,1.766211,0.903912,0.954194,-0.179699,1.856569,0.647738,1.306978,2.100667,-1.349176,-4.524463,3.650106,-2.544044,0.154573,-0.41782,0.148083,1.399006,0.352521,-4.632574,-0.430145,0.113348,-1.368546,1.583871,0.425344,-4.351643,0.943542,3.517087,-0.183862,-2.4792,0.232661,-1.187306,-1.45101,3.148742,2.988871,2.132139,0.603908,-0.459485,2.170313,-2.126554,0.287846,2.568127,-0.544906,-2.625886,2.975722,-0.267943,1.669336,-0.190316,-0.892951,-1.613777,5.001391,-2.937296,-0.424592,4.165027,0.830097,-3.224347,1.972835,1.516176,-0.797649,-0.623703,-0.210315,-5.103152,4.007558,-2.706863,0.030958,-2.68205,-0.670788,2.796659,3.029941,1.948417,4.130319,-2.593206,3.22796,-1.115198,4.595915,3.964946,-1.21183,4.235744,-0.665023,2.342577,0.866259,3.117887,-2.932694,2.469993,2.433523,1.843892,-4.004345,1.416832,2.157628,2.174906,0.317632,-0.167788,-4.742195,2.457704,3.929373,4.047281,2.261804,5.078053,2.333124,4.080666,1.507485,1.555105,-3.018015,2.639069,1.159035,3.749986,4.096886,-1.682242,6.31866,6.307575,2.063038,1.987868,2.632697,4.142841,4.783582,2.250337,2.913105,3.214594,0.780638,0.371883,4.399384,1.252041,2.837613,2.147909,1.460825,2.462917,2.353566,2.077659,0.502029,5.63057,0.481096,-4.798556,-2.927589,-1.670644,-2.218313,-6.453969,-3.700807,-6.548643,-1.59232,-3.872506,-1.474009
14,0.023816,-0.490468,-0.556665,-1.051483,0.431605,-0.79289,2.053881,1.129989,-3.080849,1.54519,1.005557,-3.935679,-4.789407,0.573652,1.519197,-0.572409,-0.113851,-2.577217,-0.315507,-0.960593,4.228511,2.726058,-1.461575,3.852581,-4.384287,0.351694,-0.376616,0.89631,2.324008,1.68654,-1.23063,1.520015,1.455802,2.226611,1.174922,0.33476,0.801469,1.099601,0.88209,0.85016,-2.955611,1.154356,-2.106088,-1.89377,2.499222,0.43195,2.274488,1.123095,-0.227508,3.344295,2.212919,1.047554,1.367709,1.783675,1.246886,3.934496,-0.030085,-0.255673,-0.775817,-1.303389,-2.600708,-3.766219,-2.466718,-1.790518,2.125418,0.761186,1.039741,-0.788922,1.843854,0.729185,1.444821,2.128323,-1.755354,-4.843949,3.790483,-2.36023,0.494266,0.180093,-0.532841,1.653936,0.240686,-5.465216,-0.434384,-0.064064,-1.125971,1.912678,0.855429,-3.6887,0.776288,3.646385,-0.033065,-1.982983,0.382083,-1.477871,-0.962722,3.311106,2.6265,1.971856,0.394279,-0.19953,2.431262,-2.403506,0.049971,2.053719,-0.439604,-2.594577,2.773229,0.41424,1.889283,0.247733,-1.09399,-1.23127,4.869285,-3.051371,-0.258636,4.060802,0.763215,-3.069751,1.679775,1.123684,-0.899153,-0.745729,-0.808436,-5.435456,3.589562,-2.928683,0.51001,-2.945934,-0.384419,2.409472,3.068895,2.147408,3.527077,-2.494991,2.937028,-0.308818,4.846518,4.511922,-2.136648,4.808411,-0.241123,2.874633,0.704287,2.613542,-2.74129,2.591765,2.530706,2.043834,-3.257658,0.833051,2.656932,1.837102,-0.409612,0.207714,-4.703652,2.68754,4.322804,3.445111,2.51282,4.952214,3.001803,4.475296,1.677288,1.906689,-2.666799,2.503736,1.366849,3.614927,3.304966,-0.810574,6.090874,6.263373,1.674337,2.314142,2.877318,4.646832,4.073181,3.150805,3.135273,4.027497,0.642183,0.931359,3.720447,1.176107,2.795656,1.941537,1.137329,2.342363,2.217041,1.974621,0.689542,5.608817,1.225596,-5.724091,-3.560691,-2.021171,-1.753073,-5.624196,-3.473331,-5.92762,-2.965933,-3.020391,-1.476022
15,0.035061,-0.405328,-0.465426,-1.446437,0.602138,-0.756852,2.028368,1.143495,-3.102644,1.627445,0.823673,-3.67779,-4.476634,0.284786,1.629995,-1.01014,-0.742914,-2.268887,-0.501204,-0.871016,4.280813,2.729743,-2.009745,3.944244,-4.402287,0.297885,-1.068618,0.959287,2.087683,1.754077,-1.018087,1.393794,1.379678,1.845519,1.379937,0.32684,1.118561,1.470817,1.09045,0.661601,-3.030019,0.902529,-2.080397,-1.945765,2.508451,0.187827,2.570588,1.000314,-0.536763,3.461473,2.222081,0.884613,1.424055,1.799731,1.333765,3.781309,-0.293184,-0.287377,-0.334423,-1.500134,-2.59926,-4.473259,-2.50447,-1.787075,1.898422,0.783164,1.580149,-0.563108,1.937804,0.775994,1.478836,2.203775,-2.423577,-5.369827,3.751147,-2.342906,0.138097,0.267972,-0.369128,1.713401,0.16639,-5.618912,-0.393525,0.30026,-0.677554,2.108557,0.537924,-3.218914,0.953368,3.54135,0.226912,-1.656439,0.398394,-1.717737,-0.971795,3.561394,2.573596,2.07071,0.530018,-0.147661,2.556203,-2.264061,0.268733,2.209659,-0.16782,-2.661481,2.919678,0.052277,2.017365,0.216282,-0.605961,-1.609315,5.173841,-3.173679,-0.018661,4.082763,0.976429,-3.014055,1.717504,1.291928,-0.611184,-0.457707,-0.22953,-4.622055,3.267222,-3.201799,0.370014,-2.694802,-0.602442,2.238074,2.911901,2.336468,3.826953,-2.765419,2.8419,-0.343812,4.995262,4.203693,-1.937343,4.384036,-0.310126,2.919369,0.704224,2.850227,-2.862525,2.678892,2.238185,1.893926,-3.372597,0.816381,2.423056,1.854865,-0.035108,0.232899,-4.724469,2.620683,4.368561,3.409361,2.499608,5.122945,2.788474,4.418893,1.840544,2.037522,-2.533224,2.736051,1.142312,3.759609,3.191571,-0.735277,6.540942,6.168568,2.008002,2.478646,2.648518,4.653647,4.024364,3.110167,3.298597,3.977907,0.426952,1.044812,3.698046,1.587787,2.852099,2.2496,1.10578,2.883445,2.198066,1.967127,0.823238,5.871131,0.821325,-6.481228,-3.753399,-1.965031,-1.814956,-5.586121,-3.469909,-6.532581,-2.622787,-3.115761,-0.987722
16,0.016542,-0.758751,-1.132945,-0.949073,0.437239,-1.156383,1.443306,1.378879,-3.126941,1.508053,0.850689,-4.408022,-5.351563,0.158661,1.594837,-0.6857,0.759339,-2.807634,-0.101625,-0.9029,4.231285,2.548332,-1.194178,4.005356,-4.598001,0.32284,-1.129624,0.840266,2.424689,1.936569,-1.310341,1.727198,1.383565,2.077241,0.855321,-0.408153,0.837972,0.714872,0.747503,0.996464,-3.703465,1.01898,-2.201902,-2.384807,2.562722,0.523176,2.13852,1.108558,-0.146401,3.164384,2.222463,0.902539,1.26936,1.870985,1.077999,4.224792,-0.564521,-0.062161,-1.034882,-1.233419,-2.717954,-4.452375,-2.713103,-1.815364,2.247522,-0.038681,0.983999,-1.100572,1.549789,0.82263,1.656105,2.08727,-1.864614,-4.865136,3.834836,-2.723247,0.506153,-0.389627,-0.180951,1.646156,0.210441,-5.621789,-0.298367,0.29083,-1.122585,1.657026,1.114065,-4.318681,0.918499,3.558212,-0.256633,-2.42133,0.508147,-1.693197,-1.338597,3.183327,2.429353,1.780316,0.137266,-0.186347,2.365285,-2.776964,-0.038799,2.520076,-0.214379,-2.662651,2.715983,0.477764,1.927095,0.044612,-1.485562,-1.435508,4.762353,-3.523856,-0.399792,4.223031,0.674073,-3.350673,1.694191,1.228724,-0.620955,-1.453934,-0.923472,-5.717215,3.935226,-2.856202,0.203776,-3.51441,-0.15871,2.490345,3.224069,1.987531,4.048163,-2.411114,2.71738,-0.3175,4.671638,4.878758,-2.209413,4.952237,-0.356084,3.048765,0.561721,2.488192,-3.662457,2.20949,2.346938,1.719752,-3.481781,0.30219,2.715391,1.40123,-0.308247,-0.08983,-4.8206,2.770318,4.117978,3.868147,3.027656,4.726731,2.810056,4.517316,1.611263,1.830298,-2.649161,1.875358,1.298704,3.9318,3.355415,-1.006997,5.820989,6.710051,2.00918,1.930958,2.76021,4.949347,4.202604,2.937332,3.281083,3.937746,0.218042,0.700577,3.967867,1.750024,2.695816,1.234201,1.306572,2.171228,2.603664,1.759094,0.681522,5.62729,1.016986,-5.451723,-4.11604,-1.167724,-1.395674,-6.765603,-2.702929,-5.909415,-3.472446,-2.332531,-1.548446
17,0.010987,-0.41449,-0.902462,-1.042194,0.432283,-1.153964,1.575101,1.19719,-3.12745,2.212819,0.640703,-4.220722,-4.444452,0.165092,1.306566,-0.974872,0.275912,-2.199022,-0.88863,-0.72631,4.151455,2.590303,-0.746931,4.07032,-4.171863,0.007657,-1.261948,0.889577,2.616051,1.809001,-1.294428,1.48252,1.12349,2.00568,1.315761,-0.083755,0.701618,0.615616,0.581938,0.742536,-3.899591,0.927987,-2.143059,-2.303118,2.581946,0.390602,2.134647,0.957392,0.078801,3.369277,2.084592,0.888956,1.797399,1.794076,1.397059,4.136944,0.096665,-0.343969,-1.10125,-1.367473,-2.707007,-4.325633,-2.870636,-2.180788,2.119367,0.855112,0.82638,-0.303141,1.677781,0.800679,1.530795,2.35107,-1.295484,-4.91768,3.938373,-2.594302,0.026377,-0.076513,-0.030796,1.601298,-0.090695,-4.875205,0.041722,0.394351,-1.077988,1.655315,0.805155,-4.281422,0.384606,3.613855,-0.058462,-2.646252,-0.061268,-1.053265,-1.583197,3.431969,2.634874,1.743756,0.279942,0.141257,2.520453,-1.34031,0.190826,2.316869,-0.57613,-2.651063,2.870931,0.009489,1.766188,0.208801,-1.041708,-1.432956,4.825214,-3.173619,-0.239586,4.439509,0.926121,-3.081914,2.092315,1.246054,-0.780826,-1.123511,-0.758415,-4.549293,4.064348,-3.315178,0.299062,-2.598607,-0.06393,2.58881,3.029539,1.701828,3.978994,-2.37575,2.768034,-1.058343,4.411644,4.858789,-1.828712,4.704659,-0.395798,3.023791,0.822194,2.383625,-3.146023,2.531548,2.16749,2.03677,-3.841709,0.537264,2.681796,1.847155,-0.255211,0.163142,-4.871941,2.482134,3.836499,3.792229,2.481862,4.845704,2.941863,4.424496,1.564175,1.750129,-2.769942,2.185906,1.442725,4.144074,3.586286,-1.169432,5.502942,6.693422,1.976591,1.903697,2.909136,4.976077,4.087766,3.031212,2.953029,3.804885,0.029465,0.866745,3.971096,1.471906,2.919969,1.445209,0.93263,2.348094,2.17016,2.338857,0.193514,5.82142,1.075287,-5.482947,-3.669849,-2.217865,-1.518948,-6.719167,-2.690582,-5.51208,-3.525924,-2.992795,-1.390145
18,0.019527,-1.004451,-0.606567,-1.132275,0.275364,-0.955153,1.89012,1.285655,-3.176839,1.10791,0.643815,-4.683715,-5.755775,0.237569,1.342981,-0.482341,0.464225,-2.685014,-0.77338,-1.154921,4.372231,2.862911,-1.597361,3.908332,-4.208277,0.431332,-0.964862,1.130031,2.258158,2.138414,-1.908742,1.611547,1.291152,2.200475,1.183233,-0.026506,1.107927,0.562412,1.070524,0.958226,-3.768465,1.059209,-2.192963,-2.382094,2.521633,0.663225,2.421428,1.281573,-0.733171,3.479867,2.421995,1.159532,1.599332,1.752332,1.206921,3.95928,-0.332734,0.14664,-0.949908,-1.333829,-2.627732,-4.518122,-3.002744,-1.649292,2.102516,0.062867,1.38583,-1.305191,1.966581,1.011063,1.692587,2.222248,-1.51602,-4.312782,3.75535,-2.179109,0.032255,-0.557321,-0.240243,1.815339,0.287256,-5.840991,-0.433333,0.160047,-1.089348,1.800226,0.721619,-3.824226,0.686864,3.405799,0.012506,-2.407743,0.963052,-1.29691,-1.514378,3.27492,2.516576,2.221677,-0.020217,0.151781,2.498473,-2.936661,0.217063,2.537036,-0.096729,-2.690111,2.916892,0.34364,1.931273,0.533847,-1.426419,-2.027745,5.007572,-3.532485,-0.111005,4.033099,0.704425,-2.937194,1.60843,1.402263,-0.520841,-1.31268,-0.661684,-5.894433,3.670394,-2.764466,0.340919,-3.603132,-0.309456,2.284176,3.197248,2.320226,3.987412,-2.106684,2.901132,-0.670063,4.963985,4.276651,-1.745389,4.479692,-0.506311,2.812845,0.33773,3.018108,-3.293472,2.58127,2.577934,1.980707,-3.419583,0.575206,2.279207,1.508017,-0.227334,-0.098356,-4.789646,2.968171,4.458642,3.765303,2.733314,4.925163,2.798468,4.258762,1.630571,1.758011,-2.547622,2.340215,0.984439,3.638463,3.211288,-1.028368,6.453918,6.42543,1.96499,2.214925,2.859212,4.608453,4.219819,3.174025,3.645728,4.082194,0.405744,0.938357,3.873823,1.330496,2.889888,1.861155,1.417771,2.355977,2.66111,1.830818,0.869615,5.481569,0.860699,-5.572201,-4.305181,-1.92163,-2.004314,-5.652773,-3.577346,-6.174937,-3.131725,-2.647911,-0.738216
19,0.027101,-0.384805,-1.20091,-0.237611,0.544258,-0.781114,1.482412,0.912561,-3.089453,1.626212,0.779839,-4.924809,-4.806591,0.415124,1.547559,-0.102408,0.138956,-2.66414,-0.177335,-0.653925,4.172675,2.756113,-0.904961,4.264718,-4.636963,0.287595,-1.066422,1.087184,2.496423,1.695735,-0.983234,1.639503,1.021671,2.092106,0.794115,0.069188,0.836394,1.375199,0.823134,0.982566,-3.443459,1.196774,-2.136018,-1.629247,2.598366,0.366889,2.108575,0.926006,-0.343734,2.911878,2.09009,1.055968,1.527116,1.899641,1.140698,4.264287,-0.271449,0.212523,-1.03081,-1.29657,-2.660152,-4.197877,-2.697049,-1.488211,2.365816,-0.050247,0.824699,-1.28069,1.837918,0.91805,1.630128,2.149416,-2.169936,-5.212267,3.987153,-2.76774,0.412463,-0.002684,-0.280513,1.603219,-0.055824,-5.736216,-0.071455,-0.238488,-1.001433,1.941139,0.982273,-3.909312,0.761,3.713145,0.120533,-2.158598,0.340174,-1.614621,-1.178366,3.181465,2.163083,1.878738,0.378217,0.121846,2.46903,-2.245703,-0.220771,2.455439,-0.094393,-2.657054,2.878554,0.0029,1.99307,0.312305,-1.361524,-1.37055,4.603391,-3.446329,-0.506261,4.271408,0.684284,-3.388217,1.662222,1.015933,-0.543344,-1.242253,-1.131582,-4.993767,3.56951,-3.074155,0.568276,-2.810714,-0.35216,2.378942,3.012368,2.124051,3.829337,-2.530075,2.633082,0.054197,4.80094,4.963012,-2.219252,4.932927,-0.14295,3.173246,0.569317,2.507225,-3.234405,2.327151,2.337302,1.848137,-3.484324,0.421259,2.917383,1.759164,-0.624068,0.097884,-4.7953,2.800508,4.046371,3.666404,2.99649,4.909941,2.801723,4.618071,1.742448,1.908048,-2.669623,1.924695,1.57503,4.04918,3.077594,-0.724908,5.839004,6.800889,1.905236,2.121183,2.803837,5.147153,4.124122,3.078586,3.331496,4.1609,0.219902,0.873895,3.762126,1.818429,2.668847,1.167651,1.135288,2.304183,2.475694,2.059829,0.895916,5.777388,1.08604,-6.042367,-3.821977,-1.51886,-1.507715,-6.459916,-2.781337,-5.968266,-3.708558,-2.448141,-1.63685
20,0.038946,-0.451692,-0.566353,-1.038082,0.308397,-0.939049,1.782062,1.107655,-3.12557,1.692303,0.745277,-4.021536,-4.635557,0.112743,1.562203,-0.613723,-0.072792,-3.131273,-0.346629,-1.063511,4.067427,2.660224,-2.104683,3.854663,-4.84987,0.369186,-1.230762,0.95803,2.123019,2.012776,-1.335217,1.353175,1.349436,2.225681,1.380938,0.099416,1.167017,1.235809,0.771485,0.813236,-3.482655,0.860017,-2.138469,-1.96148,2.306847,0.419615,2.430161,0.981694,-0.114734,3.380426,2.389321,0.993025,1.201395,1.664038,1.198514,3.775783,-0.207405,-0.220988,-0.517081,-1.350795,-2.583647,-4.453823,-2.478013,-1.622138,1.742919,0.563293,1.469063,-0.233466,1.921015,0.888045,1.455815,2.162244,-2.122512,-5.069427,3.723016,-2.555495,0.262049,0.159016,-0.485104,1.581018,0.218431,-5.724076,-0.752009,0.209226,-0.586802,2.070647,0.712522,-3.384454,1.137151,3.624921,-0.279785,-1.736487,0.455819,-1.91296,-0.904629,3.139769,2.671466,2.092364,0.387894,-0.145307,2.360974,-2.51754,0.158814,2.134013,0.083854,-2.644752,2.676911,0.489823,1.767944,0.327092,-1.166476,-1.424535,5.076716,-3.504327,-0.055706,4.137815,0.902215,-3.429858,1.665435,1.355107,-0.54846,-0.542651,-0.414422,-5.477877,3.447359,-3.233303,0.151665,-3.540671,-0.531566,2.250769,3.151171,2.404203,3.591824,-2.564271,2.977472,-0.302225,4.958761,4.065458,-2.098735,4.545114,-0.239342,2.863162,0.754006,2.998929,-2.903918,2.548409,2.433179,1.747976,-3.479219,0.975663,2.438413,2.075608,0.044292,0.215726,-4.79873,2.638847,4.464319,3.47344,2.351188,5.111315,2.789373,4.528386,1.922368,1.873569,-2.418636,2.568007,1.163317,3.565612,3.300206,-0.964322,6.582799,5.933644,1.821624,2.406874,2.618776,4.215314,4.290305,3.042747,3.280792,4.062615,0.813211,1.10231,3.692958,1.60834,2.676684,2.407502,1.275829,2.483199,2.552577,1.907561,1.092,5.711227,0.944897,-6.231335,-3.381339,-1.752026,-2.370792,-5.08745,-3.992977,-6.348899,-2.226244,-3.301467,-1.55618
